ID, Category, Difficulty, FEN, Solution, GameLink, Date, Opening
389, Tattica Generica, Difficile, 4r1k1/p4ppp/2r2b2/8/1BP1p3/1P1p4/P4PPP/3RR1K1 w - - 0 32, d1d3, https://www.chess.com/game/live/172390516034, 2026-08-01, C10
390, Tattica Generica, Difficile, r1bqk2r/p1ppn1pp/5p2/np2p3/4P3/P1P2N2/BPP2PPP/R1BQ1RK1 w kq - 0 9, f3e5, https://www.chess.com/game/live/172390166594, 2026-08-01, Italian Game
391, Tattica Generica, Difficile, r1bq1rk1/p1pp2pp/2n2p2/4p3/1P2P3/P1P1BN2/5PPP/R2Q1RK1 w - - 1 14, d1d5, https://www.chess.com/game/live/172390166594, 2026-08-01, Italian Game
392, Scoperta, Media, r2q1rk1/1bp3pp/p1n2p2/2p1p3/1P2P3/P2QBN2/5PPP/3R1RK1 w - - 0 18, d3b3, https://www.chess.com/game/live/172390166594, 2026-08-01, Italian Game
393, Tattica Generica, Media, 8/2p3p1/p4pkp/2B1p3/1P4K1/Pb2N1PP/8/8 w - - 0 34, g4f3, https://www.chess.com/game/live/172390166594, 2026-08-01, Italian Game
394, Matto Mancato, Facile, 8/6p1/p1p2p1p/2B1p1kP/1P4P1/P4K2/8/1b6 w - - 1 39, f3g3, https://www.chess.com/game/live/172390166594, 2026-08-01, Italian Game
395, Matto Mancato, Facile, 5B2/6p1/p1p4p/4ppkP/1P4P1/P4K2/8/1b6 w - - 0 40, f8e7, https://www.chess.com/game/live/172390166594, 2026-08-01, Italian Game
396, Tattica Generica, Difficile, r2q1rk1/ppp2ppp/2np1n2/2b1p1B1/2P1P3/P1N2N2/1PP2PPP/R2Q1RK1 b - - 0 9, h7h6, https://www.chess.com/game/live/172382985628, 2026-08-01, Italian Game
397, Matto Mancato, Facile, 6rk/pp2qp1p/2pp4/4pQ2/2P1P3/P1P1P3/1P4rP/R3R2K b - - 1 23, e7h4, https://www.chess.com/game/live/172382985628, 2026-08-01, Italian Game
398, Pezzo Appeso, Media, 7k/pp2qp1p/2pp4/4p1r1/2P1P3/P1P1PQ2/1P4rP/R3R2K b - - 3 24, g2b2, https://www.chess.com/game/live/172382985628, 2026-08-01, Italian Game
399, Matto Mancato, Facile, 3Q2k1/pp3p1p/2pp4/4p1q1/2P1P1r1/P1P1P3/1P4rP/R4R1K b - - 9 27, g5d8, https://www.chess.com/game/live/172382985628, 2026-08-01, Italian Game
400, Tattica Generica, Media, 8/pp6/2pp1kp1/4p2p/2P1P2P/P1P1P1K1/1P6/8 b - - 1 36, g6g5, https://www.chess.com/game/live/172382985628, 2026-08-01, Italian Game
401, Tattica Generica, Difficile, 8/4k3/6K1/3P4/2P1p2P/4P3/8/8 b - - 2 48, e7d6, https://www.chess.com/game/live/172382985628, 2026-08-01, Italian Game
402, Tattica Generica, Facile, 6k1/8/6KP/3P4/2P1p3/4P3/8/8 b - - 0 50, g8f8, https://www.chess.com/game/live/172382985628, 2026-08-01, Italian Game
403, Tattica Generica, Facile, 2r1r1k1/2b2ppp/p7/1p6/2pP4/2P2q2/PPQ2P1P/1BKR3R b - - 1 24, c7f4, https://www.chess.com/game/live/172382658074, 2026-08-01, Queen's Pawn Opening
404, Matto Mancato, Facile, 2Q5/4kpp1/p7/1p6/2pP4/2P2q2/PP1brP1P/1B1K3R b - - 1 29, e2f2, https://www.chess.com/game/live/172382658074, 2026-08-01, Queen's Pawn Opening
405, Tattica Generica, Media, 8/2Q1kpp1/p7/1p6/2pP4/2P5/PP1brq1P/1B1K3R b - - 1 30, e7f8, https://www.chess.com/game/live/172382658074, 2026-08-01, Queen's Pawn Opening
406, Tattica Generica, Facile, 8/5pp1/p7/1p1Q2k1/2pP4/2P5/PP1brq1P/1B1K3R b - - 5 32, g5h4, https://www.chess.com/game/live/172382658074, 2026-08-01, Queen's Pawn Opening
407, Tattica Generica, Difficile, 8/5pp1/p7/1p1Q1B2/2pP2k1/2P5/PP1brq1P/3K3R b - - 7 33, g4h4, https://www.chess.com/game/live/172382658074, 2026-08-01, Queen's Pawn Opening
408, Matto Mancato, Facile, 8/5pp1/p7/1p1Q1B2/1PpP1k2/2P5/P1Kb1q1P/4r2R b - - 2 35, d2e3, https://www.chess.com/game/live/172382658074, 2026-08-01, Queen's Pawn Opening
409, Scoperta, Facile, 8/5pp1/p2Q4/1p3B2/1PpP1k2/2P5/P1Kb1q1P/7r b - - 1 36, f4g5, https://www.chess.com/game/live/172382658074, 2026-08-01, Queen's Pawn Opening
410, Tattica Generica, Difficile, r1b2rk1/np2qppp/1bP1pn2/p2p4/P2P1B2/2PBPN2/3N1PPP/1R1Q1RK1 b - - 0 13, b6d8, https://www.chess.com/game/live/172376522792, 2026-08-01, London System
411, Tattica Generica, Difficile, r4rk1/nRb1qppp/4pn2/p2p4/P2P1B2/2PBPN2/3N1PPP/3Q1RK1 b - - 0 15, f8c8, https://www.chess.com/game/live/172376522792, 2026-08-01, London System
412, Tattica Generica, Difficile, 8/6kp/p2p1pp1/2pq4/1p3Q2/8/PPP3PP/4N1K1 w - - 1 26, a2a3, https://www.chess.com/game/live/172376318428, 2026-08-01, Pirc Defense
413, Tattica Generica, Difficile, 8/6kp/p4pp1/2Q5/1p1N4/q5K1/6PP/8 w - - 2 32, g3h4, https://www.chess.com/game/live/172376318428, 2026-08-01, Pirc Defense
414, Tattica Generica, Difficile, 8/2Q4p/5ppk/p7/1p6/q4NK1/6PP/8 w - - 2 34, c7e7, https://www.chess.com/game/live/172376318428, 2026-08-01, Pirc Defense
415, Tattica Generica, Difficile, 6k1/1pp3pp/p7/8/3Pr3/3K2b1/PPP3P1/R1B5 b - - 1 21, e4e1, https://www.chess.com/game/live/172371274498, 2026-08-01, Spanish Game
416, Tattica Generica, Difficile, 4r1k1/6p1/p1pb3p/1p6/3P4/1P1KB2R/P1P3P1/8 b - - 0 26, e8e6, https://www.chess.com/game/live/172371274498, 2026-08-01, Spanish Game
417, Tattica Generica, Difficile, 4r1k1/6p1/p2b3p/1p6/3B3R/1P1K4/P1P3P1/8 b - - 0 28, e8d8, https://www.chess.com/game/live/172371274498, 2026-08-01, Spanish Game
418, Tattica Generica, Difficile, 6k1/6B1/p2br2R/1p6/8/1P1K4/P1P3P1/8 b - - 0 33, e6e1, https://www.chess.com/game/live/172371274498, 2026-08-01, Spanish Game
419, Tattica Generica, Difficile, 1k1r2r1/1ppq4/p1npp3/2b1p1Np/4P1nP/P1PP1PB1/NP1Q2P1/1K1R3R b - - 0 19, g4f6, https://www.chess.com/game/live/172370530364, 2026-08-01, Italian Game
420, Pezzo Appeso, Media, 1k1r2r1/bppq4/p1npp3/4p1Np/1PP1P2P/P2PnPB1/N2Q2P1/1K1R3R b - - 0 21, e3d1, https://www.chess.com/game/live/172370530364, 2026-08-01, Italian Game
421, Pezzo Appeso, Media, 1k1r2r1/bpp1q3/p1npp3/4p1Np/1PP1P2P/P2PnP2/N2Q1BP1/1K1R3R b - - 2 22, e3d1, https://www.chess.com/game/live/172370530364, 2026-08-01, Italian Game
422, Tattica Generica, Difficile, r2qk1nr/pbpp1pp1/2p4p/2b5/2B1P3/8/PPP2PPP/RNBQ1RK1 w kq - 2 8, c4f7, https://www.chess.com/game/live/172357627604, 2026-08-01, Italian Game
423, Pezzo Appeso, Media, r3k2r/p1pq1pp1/1bQp1n1p/2p5/4P3/4BP2/PPP3PP/RN3R1K w kq - 3 14, c6a8, https://www.chess.com/game/live/172357627604, 2026-08-01, Italian Game
424, Tattica Generica, Difficile, r4rk1/p4pp1/1p1p3p/2p1n3/4P3/4BP2/PPP3PP/R4R1K w - - 0 18, g2g4, https://www.chess.com/game/live/172357627604, 2026-08-01, Italian Game
425, Tattica Generica, Difficile, r4rk1/p4pp1/1p1p3p/2p5/2n1P3/4BP2/PP4PP/R4R1K w - - 0 19, e3c1, https://www.chess.com/game/live/172357627604, 2026-08-01, Italian Game
426, Tattica Generica, Difficile, 2kr3r/pp2bppp/2q1p3/2npP3/8/2N1B3/PPP2PPP/R2Q1RK1 w - - 0 14, c3e2, https://www.chess.com/game/live/172357493982, 2026-08-01, C11
427, Pezzo Appeso, Media, 2kr4/p3bppp/2p1p3/2n1P3/8/2N1p3/PPP2PPP/5RK1 w - - 0 18, f2e3, https://www.chess.com/game/live/172357493982, 2026-08-01, C11
428, Tattica Generica, Difficile, 2k5/p4pp1/2p1p3/4P1K1/3b4/8/PPP3P1/3N4 w - - 1 26, g5f4, https://www.chess.com/game/live/172357493982, 2026-08-01, C11
429, Pezzo Appeso, Media, 8/p5p1/2p2bK1/N2kpp2/8/2P5/PP4P1/8 w - - 0 35, g6f5, https://www.chess.com/game/live/172357493982, 2026-08-01, C11
430, Tattica Generica, Facile, 8/p5p1/2N2bK1/4p3/2P2p2/1Pk5/P5P1/8 w - - 1 38, g6f5, https://www.chess.com/game/live/172357493982, 2026-08-01, C11
431, Tattica Generica, Difficile, 8/p5p1/6K1/N1P1b3/4pp2/1Pk5/P5P1/8 w - - 1 40, a5c4, https://www.chess.com/game/live/172357493982, 2026-08-01, C11
432, Pezzo Appeso, Difficile, 3r1rk1/ppp2ppp/4bn2/3Np3/1nP1P3/5N2/PPPKBPPP/R6R b - - 2 13, f6e4, https://www.chess.com/game/live/172357243372, 2026-08-01, Ponziani
433, Tattica Generica, Media, 3r1rk1/ppp2ppp/8/3Pp3/1n2n3/4KN2/PPP1BPPP/R6R b - - 1 15, e4f6, https://www.chess.com/game/live/172357243372, 2026-08-01, Ponziani
434, Tattica Generica, Difficile, 3rr2k/ppp4p/6p1/3P1p2/2B1p3/7P/PP1N1PP1/R4K2 b - - 0 23, c7c6, https://www.chess.com/game/live/172357243372, 2026-08-01, Ponziani
435, Tattica Generica, Media, 3r3k/ppp4p/6p1/3P1p2/2B5/5N1P/PP2r1P1/1R4K1 b - - 8 29, e2e7, https://www.chess.com/game/live/172357243372, 2026-08-01, Ponziani
436, Pezzo Appeso, Media, r2q2k1/ppp2ppp/5n2/4r3/2B3b1/1Q2P1P1/PP1N2P1/R3R1K1 b - - 3 16, d8d2, https://www.chess.com/game/live/172331383644, 2026-07-31, London System
437, Tattica Generica, Media, 3r2k1/p3qpp1/1p5p/2p5/PnQ1PN2/6P1/1P4P1/4R1K1 b - - 2 27, b4c6, https://www.chess.com/game/live/172331383644, 2026-07-31, London System
438, Tattica Generica, Difficile, 1q5k/p5p1/1p5p/2p2Q2/P5N1/1P6/3r2P1/4R1K1 b - - 6 35, b8d8, https://www.chess.com/game/live/172331383644, 2026-07-31, London System
439, Pezzo Appeso, Difficile, 5rk1/3q1pbp/4p3/p1p1P1p1/2Np1n2/5N2/PPPQ1PPP/R4RK1 w - - 0 21, f3g5, https://www.chess.com/game/live/172323834748, 2026-07-31, French Defense
440, Tattica Generica, Facile, 5rk1/5pbp/4p3/p1pqP3/2Np2pN/6Pn/PPPQ1PKP/R4R2 w - - 2 24, f2f3, https://www.chess.com/game/live/172323834748, 2026-07-31, French Defense
441, Tattica Generica, Difficile, r2qkb1r/pp2nppp/3p4/3np3/2P3P1/3Q1N1P/PP3P2/RNB1K2R b KQkq - 0 13, a8c8, https://www.chess.com/game/live/172301867906, 2026-07-30, Ponziani
442, Tattica Generica, Difficile, 2rq1rk1/pp2bppp/3p4/4N3/2P1QnP1/2N3K1/PP3P2/3R1R2 b - - 0 21, e7h4, https://www.chess.com/game/live/172301867906, 2026-07-30, Ponziani
443, Tattica Generica, Media, 8/pr4pk/1p1R1p1p/5P2/2P3P1/1KP5/P7/8 b - - 2 35, h6h5, https://www.chess.com/game/live/172301867906, 2026-07-30, Ponziani
444, Tattica Generica, Difficile, r4rk1/p1p2ppp/1p6/3pN3/3P1PP1/2n1P3/PRP5/4K2R b K - 2 19, f7f6, https://www.chess.com/game/live/172298334244, 2026-07-30, London System
445, Tattica Generica, Difficile, 1r3rk1/p1p2ppp/1p6/3pN3/3P1PP1/2n1P3/PRP2K2/7R b - - 4 20, f8e8, https://www.chess.com/game/live/172298334244, 2026-07-30, London System
446, Tattica Generica, Difficile, 1r4k1/p1p2ppp/1p6/3p2P1/3PnP2/4P3/PRP3K1/7R b - - 0 24, g7g6, https://www.chess.com/game/live/172298334244, 2026-07-30, London System
447, Tattica Generica, Difficile, 3r2k1/p5pp/1p3p2/3p2P1/PR3P2/2n1PK2/2PR4/8 b - - 1 30, f6g5, https://www.chess.com/game/live/172298334244, 2026-07-30, London System
448, Tattica Generica, Difficile, 3r2k1/p5pp/1p3p2/3p2P1/P2R1P2/2nRPK2/2P5/8 b - - 5 32, d8c8, https://www.chess.com/game/live/172298334244, 2026-07-30, London System
449, Forchetta, Facile, 1r2r1k1/pppb1ppp/2n5/8/5q2/P1B3N1/P5K1/1R1Q1R2 b - - 1 24, f4d6, https://www.chess.com/game/live/172297313114, 2026-07-30, Irregular Openings
450, Tattica Generica, Difficile, 1r2r1k1/ppp2ppp/2b3n1/8/3R4/P1B3N1/P6K/1R1Q4 b - - 4 27, g6e5, https://www.chess.com/game/live/172297313114, 2026-07-30, Irregular Openings
451, Tattica Generica, Facile, 3Rr1k1/ppp2ppp/2b3n1/8/8/P1B3N1/P6K/1R1Q4 b - - 0 28, h7h6, https://www.chess.com/game/live/172297313114, 2026-07-30, Irregular Openings
452, Tattica Generica, Media, r2b1rk1/3nqp2/6pQ/ppppP3/3P4/2PB1N2/PP3PPP/R4RK1 w - - 0 19, a1e1, https://www.chess.com/game/live/172296796102, 2026-07-30, Caro-Kann Defense
453, Tattica Generica, Difficile, 5k2/2R5/8/pp6/3p4/nP1BrP1P/P5P1/5RK1 w - - 7 38, f1d1, https://www.chess.com/game/live/172296796102, 2026-07-30, Caro-Kann Defense
454, Tattica Generica, Media, 5k2/8/8/2R5/8/1Pn1rP1P/P2p2P1/5RK1 w - - 0 42, c5c8, https://www.chess.com/game/live/172296796102, 2026-07-30, Caro-Kann Defense
455, Tattica Generica, Media, r2qkb1r/ppp2ppp/2np4/3Np3/4P1b1/3P1N2/PPP1BPPP/R2QK2R b KQkq - 3 8, g7g6, https://www.chess.com/game/live/172296630976, 2026-07-30, Four Knights Game
456, Tattica Generica, Difficile, 3q2k1/6pp/rp3p2/3Nr3/P1PpP3/6P1/6PP/RQ1R2K1 b - - 4 25, h7h5, https://www.chess.com/game/live/172296630976, 2026-07-30, Four Knights Game
457, Tattica Generica, Difficile, 3q2k1/2N3pp/r4p2/1p6/P1PpQ3/6P1/6PP/R2R2K1 b - - 1 27, a6a4, https://www.chess.com/game/live/172296630976, 2026-07-30, Four Knights Game
458, Tattica Generica, Facile, 3q2k1/2N3pp/2r2p2/1p6/P1PRQ3/6P1/6PP/R5K1 b - - 0 28, c6d6, https://www.chess.com/game/live/172296630976, 2026-07-30, Four Knights Game
459, Pezzo Appeso, Facile, 5rk1/pbp1nppp/1p2p3/1B1r2B1/3P4/P1P4P/1P3PP1/R3R1K1 w - - 5 24, g5e7, https://www.chess.com/game/live/172296055688, 2026-07-30, Scandinavian Defense
460, Tattica Generica, Difficile, b7/p1p2kpp/4p1r1/2P3r1/P4p2/5P1P/1P2R1P1/2R3K1 w - - 3 34, c5c6, https://www.chess.com/game/live/172296055688, 2026-07-30, Scandinavian Defense
461, Tattica Generica, Difficile, 8/p1p2kpp/2b1p1r1/2P3r1/P4p2/5P1P/1P2R1P1/3R2K1 w - - 5 35, h3h4, https://www.chess.com/game/live/172296055688, 2026-07-30, Scandinavian Defense
462, Tattica Generica, Media, 6k1/pp3ppp/1q6/8/3P4/P6P/QPr2PP1/4R1K1 b - - 0 26, g7g6, https://www.chess.com/game/live/172295818210, 2026-07-30, A45
463, Tattica Generica, Facile, 2Q5/pp3ppk/7p/8/3q4/P4P1P/3r2P1/5R1K b - - 1 32, d4d3, https://www.chess.com/game/live/172295818210, 2026-07-30, A45
464, Forchetta, Media, r3kb1r/pp2qppp/2p1bn2/3p4/3QP3/2NB4/PPP2PPP/R1B1R1K1 b kq - 3 10, e7b4, https://www.chess.com/game/live/172287142386, 2026-07-30, Four Knights Game
465, Forchetta, Media, r3kb1r/pp3ppp/3qbn2/3p4/3Q1B2/2NB4/PPP2PPP/R3R1K1 b kq - 1 12, d6c5, https://www.chess.com/game/live/172287142386, 2026-07-30, Four Knights Game
466, Tattica Generica, Facile, r6r/pp1k1ppp/4bn2/2Qp4/5B2/2N5/PPP2PPP/R3R1K1 b - - 0 15, h8d8, https://www.chess.com/game/live/172287142386, 2026-07-30, Four Knights Game
467, Forchetta, Media, r1bq1rk1/pp3pbp/3p2p1/7n/2BpN3/3P1Q2/PPP2PPP/R1B2RK1 b - - 0 12, d6d5, https://www.chess.com/game/live/172286951180, 2026-07-30, King's Pawn Opening
468, Tattica Generica, Media, rnb1kbnr/ppp1pppp/2q5/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4, f1b5, https://www.chess.com/game/live/172286717158, 2026-07-30, Scandinavian Defense
469, Tattica Generica, Media, rnb1kb1r/ppp1pppp/2q2n2/8/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5, f1b5, https://www.chess.com/game/live/172286717158, 2026-07-30, Scandinavian Defense
470, Tattica Generica, Media, rn2kb1r/ppp1pppp/2q2n2/5b2/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 3 6, f1b5, https://www.chess.com/game/live/172286717158, 2026-07-30, Scandinavian Defense
471, Tattica Generica, Media, rn2kb1r/ppp1pppp/2q2n2/8/3P2b1/2NB1N2/PPP2PPP/R1BQK2R w KQkq - 5 7, d3b5, https://www.chess.com/game/live/172286717158, 2026-07-30, Scandinavian Defense
472, Tattica Generica, Media, rn2kb1r/ppp2ppp/2q1pn2/8/3P4/2NB1Q1P/PPP2PP1/R1B1K2R w KQkq - 0 9, d3b5, https://www.chess.com/game/live/172286717158, 2026-07-30, Scandinavian Defense
473, Tattica Generica, Facile, 8/7p/8/6P1/4RK2/3k3P/2p2P2/8 w - - 0 41, e4e1, https://www.chess.com/game/live/172286717158, 2026-07-30, Scandinavian Defense
474, Pezzo Appeso, Difficile, 8/7p/6P1/8/5K2/4R2P/3k1P2/2q5 w - - 0 43, g6h7, https://www.chess.com/game/live/172286717158, 2026-07-30, Scandinavian Defense
475, Tattica Generica, Media, r1b2rk1/ppp2ppp/5n2/2bP4/2P5/8/PP2BPPP/RNB1K2R w KQ - 1 13, b1c3, https://www.chess.com/game/live/172265572164, 2026-07-30, Scotch Game
476, Tattica Generica, Media, r1b2rk1/ppp2p1p/5np1/2bP4/2P5/1P6/P3BPPP/RNB1K2R w KQ - 0 14, c1b2, https://www.chess.com/game/live/172265572164, 2026-07-30, Scotch Game
477, Pezzo Appeso, Difficile, r1b2rk1/ppp2p1p/6p1/3P4/2Pbn3/1P3B2/P4PPP/RNB2RK1 w - - 4 16, f3e4, https://www.chess.com/game/live/172265572164, 2026-07-30, Scotch Game
478, Tattica Generica, Facile, 3r4/p6p/3P1kp1/2PBrp2/8/7P/P4PP1/3R2K1 w - - 3 30, f2f4, https://www.chess.com/game/live/172265572164, 2026-07-30, Scotch Game
479, Tattica Generica, Difficile, rn1qk2r/ppp1bppp/3p1n2/6N1/3PPBb1/8/PPP1B1PP/RN1QK2R b KQkq - 4 7, h7h6, https://www.chess.com/game/live/172265217608, 2026-07-30, King's Gambit
480, Tattica Generica, Facile, r2q1rk1/ppp1b1p1/2np1p2/3N2p1/3PP1Q1/4B3/PPP3PP/R4RK1 b - - 3 13, d8c8, https://www.chess.com/game/live/172265217608, 2026-07-30, King's Gambit
481, Forchetta, Facile, 2r1r1k1/p4ppp/1p3n2/4q3/3pPQ2/3P4/PP2N1PP/2R2RK1 b - - 3 19, e5f4, https://www.chess.com/game/live/172264717468, 2026-07-30, Italian Game
482, Tattica Generica, Media, 2R1r1k1/p4ppp/5n2/1p2q3/3pPQ2/3P4/PP2N1PP/5RK1 b - - 0 20, e5f4, https://www.chess.com/game/live/172264717468, 2026-07-30, Italian Game
483, Tattica Generica, Media, r1b2rk1/pp4p1/7p/3qnp2/3N1B2/8/P1P2PPP/R2Q1RK1 b - - 0 19, e5g6, https://www.chess.com/game/live/172264277870, 2026-07-30, Italian Game
484, Forchetta, Media, r4rk1/pp4p1/4N2p/3q1p2/2n2B2/8/P1P2PPP/R2QR1K1 b - - 0 21, d5d1, https://www.chess.com/game/live/172264277870, 2026-07-30, Italian Game
485, Tattica Generica, Difficile, r4rk1/1pp2ppp/1qn5/p2RpQ2/4P3/2P5/PPB2PPP/5RK1 w - - 5 20, d5d7, https://www.chess.com/game/live/172264004094, 2026-07-30, Italian Game
486, Tattica Generica, Facile, 4r1k1/1p3p1p/2p3p1/p2P4/1qP5/1P1Q4/P1B2PPP/5K2 w - - 2 29, g2g4, https://www.chess.com/game/live/172264004094, 2026-07-30, Italian Game
487, Scoperta, Difficile, r3r1k1/bppqnppp/p2p1n2/4pN2/PP2P3/2PP1Q1P/B4PP1/R1B1R1K1 w - - 3 17, f5h6, https://www.chess.com/game/live/172263841970, 2026-07-30, Italian Game
488, Tattica Generica, Difficile, 2R5/4k3/p1Pp3p/P2Bp3/1P1bP3/3P3P/6P1/7K w - - 1 39, c8c7, https://www.chess.com/game/live/172263841970, 2026-07-30, Italian Game
489, Matto Mancato, Facile, R7/4k3/p1Pp4/P2Bp2p/1P1bP3/3P3P/6P1/7K w - - 0 40, h3h4, https://www.chess.com/game/live/172263841970, 2026-07-30, Italian Game
490, Matto Mancato, Facile, 8/R7/p1Pp1k2/P2Bp2p/1P1bP3/3P3P/6P1/7K w - - 2 41, a7f7, https://www.chess.com/game/live/172263841970, 2026-07-30, Italian Game
491, Matto Mancato, Facile, 3Q4/8/p2p2k1/P2Bp2p/1P1bP3/3P3P/6P1/7K w - - 3 44, h3h4, https://www.chess.com/game/live/172263841970, 2026-07-30, Italian Game
492, Matto Mancato, Facile, Q7/6k1/p2p4/P2Bp2p/1P1bP3/3P3P/6P1/7K w - - 5 45, a8g8, https://www.chess.com/game/live/172263841970, 2026-07-30, Italian Game
493, Tattica Generica, Media, 8/8/3Q4/P2Bp1kp/1P1bP3/3P3P/6P1/7K w - - 1 47, h1h2, https://www.chess.com/game/live/172263841970, 2026-07-30, Italian Game
494, Tattica Generica, Media, 8/b7/3Q4/3Bp2p/1P2Pk2/3P3P/6P1/7K w - - 0 49, d6h6, https://www.chess.com/game/live/172263841970, 2026-07-30, Italian Game
495, Tattica Generica, Difficile, 8/b7/3Q4/1P1Bp2p/4P3/3Pk2P/6P1/7K w - - 1 50, b5b6, https://www.chess.com/game/live/172263841970, 2026-07-30, Italian Game
496, Matto Mancato, Facile, 8/8/1Q6/3Bp3/4P2p/3k3P/6P1/7K w - - 0 54, b6b2, https://www.chess.com/game/live/172263841970, 2026-07-30, Italian Game
497, Tattica Generica, Difficile, r1bqk2r/ppp1bppp/2n5/3pn3/3N4/1B6/PPP2PPP/RNBQR1K1 b kq - 1 9, e8g8, https://www.chess.com/game/live/172238607570, 2026-07-29, Italian Game
498, Tattica Generica, Difficile, r2qr1k1/ppp1bppp/4b3/3BP3/2PQ4/8/PP1B2PP/RN2R1K1 b - - 0 15, c7c6, https://www.chess.com/game/live/172238607570, 2026-07-29, Italian Game
499, Tattica Generica, Facile, 3rr1k1/pppqbppp/4P3/3P4/3Q4/2B5/PP4PP/RN2R1K1 b - - 0 18, e7c5, https://www.chess.com/game/live/172238607570, 2026-07-29, Italian Game
500, Tattica Generica, Difficile, rnbqk1nr/1p3p1p/pb4p1/2p5/4P3/2PBBN2/P4PPP/RN1Q1RK1 w kq - 0 12, d1e2, https://www.chess.com/game/live/172213087176, 2026-07-28, King's Pawn Opening
501, Tattica Generica, Media, r1bqk1nr/b6p/p1p2pp1/2p5/4P3/2PBBN2/P4PPP/R2Q1RK1 w kq - 0 16, d1e2, https://www.chess.com/game/live/172213087176, 2026-07-28, King's Pawn Opening
502, Tattica Generica, Media, r1bqk2r/b3n2p/p1p2pp1/2p5/4P3/1QPBBN2/P4PPP/R4RK1 w kq - 2 17, d3c4, https://www.chess.com/game/live/172213087176, 2026-07-28, King's Pawn Opening
503, Tattica Generica, Difficile, 2bq1r2/2b1n1kp/p1p2pp1/2B5/2B1P3/2P2N2/P1Q2PPP/5RK1 w - - 3 22, f1d1, https://www.chess.com/game/live/172213087176, 2026-07-28, King's Pawn Opening
504, Tattica Generica, Difficile, 2b2r2/2b3kp/p1p2p2/4q3/4P1pN/2PB4/P1Q2PPP/4R1K1 w - - 2 26, g2g3, https://www.chess.com/game/live/172213087176, 2026-07-28, King's Pawn Opening
505, Tattica Generica, Difficile, 2r5/2b1k2p/p1p2p2/8/4P1p1/1QPB4/P4PPq/4RK2 w - - 2 31, e4e5, https://www.chess.com/game/live/172213087176, 2026-07-28, King's Pawn Opening
506, Tattica Generica, Media, r4rk1/ppp3p1/3ppq1p/6b1/3pP3/2PP4/PPQ1NPPP/R4RK1 w - - 3 15, f2f4, https://www.chess.com/game/live/172212884262, 2026-07-28, Italian Game
507, Tattica Generica, Difficile, 5rk1/p5p1/1p5p/2p1p2r/2N1Pb2/1P1P1P2/P5PP/R4RK1 w - - 3 25, g2g3, https://www.chess.com/game/live/172212884262, 2026-07-28, Italian Game
508, Tattica Generica, Media, 6k1/p5p1/6rp/2p1p3/4Pb2/3PNP2/P3K3/1R3R2 w - - 2 33, b1b8, https://www.chess.com/game/live/172212884262, 2026-07-28, Italian Game
509, Tattica Generica, Difficile, r1bqkb1r/3p1ppp/p4n2/1pp1p3/4P3/1PNPBN2/1PP2PPP/R2QK2R w KQkq - 0 9, c3b5, https://www.chess.com/game/live/172212477838, 2026-07-28, Italian Game
510, Tattica Generica, Facile, 6k1/1q2b1pp/6r1/2p5/2N2B2/RP1P4/5PPP/1Q4K1 w - - 1 30, c4e3, https://www.chess.com/game/live/172212477838, 2026-07-28, Italian Game
511, Tattica Generica, Difficile, 4r1k1/5qpp/1p6/pP1p1p2/P1n5/2P2QP1/5PKP/R1B5 b - - 2 29, e8e1, https://www.chess.com/game/live/172212106400, 2026-07-28, Queen's Pawn Opening
512, Tattica Generica, Difficile, r2q2k1/1Rpb1rbp/3p3p/p2Q4/4N3/P4N2/2P2PPP/5RK1 w - - 0 17, e4d6, https://www.chess.com/game/live/172211859802, 2026-07-28, Pirc Defense
513, Tattica Generica, Media, 3q2k1/2pb1rbp/r2p3p/p2Q4/4N3/P4N2/2P2PPP/1R3RK1 w - - 2 18, f1e1, https://www.chess.com/game/live/172211859802, 2026-07-28, Pirc Defense
514, Pezzo Appeso, Media, r4qk1/2p2r1p/2bp3p/p7/8/P1Q2N2/2P2PPP/1R2R1K1 w - - 1 22, c3c6, https://www.chess.com/game/live/172211859802, 2026-07-28, Pirc Defense
515, Forchetta, Media, r5k1/1R1b1rqp/3p3p/p1p5/P7/2Q1RN2/2P2PPP/6K1 w - - 1 25, f3e5, https://www.chess.com/game/live/172211859802, 2026-07-28, Pirc Defense
516, Tattica Generica, Media, r5k1/1R4rp/3p3p/p1p5/b6N/4R3/2P2PPP/6K1 w - - 0 27, b7g7, https://www.chess.com/game/live/172211859802, 2026-07-28, Pirc Defense
517, Tattica Generica, Media, r5k1/1R4rp/3p3p/p1p5/7N/R7/2b2PPP/6K1 w - - 0 28, b7b2, https://www.chess.com/game/live/172211859802, 2026-07-28, Pirc Defense
518, Tattica Generica, Difficile, r5k1/1R4rp/3p3p/p1p5/4b3/R4N2/5PPP/6K1 w - - 2 29, b7g7, https://www.chess.com/game/live/172211859802, 2026-07-28, Pirc Defense
519, Tattica Generica, Facile, 8/5b1p/3p2kp/8/6K1/2p3P1/5P1r/8 w - - 0 45, f2f4, https://www.chess.com/game/live/172211859802, 2026-07-28, Pirc Defense
